-1.00000000e+00	-1.00000000e+00
-9.90000000e-01	-8.55180396e-01
-9.80000000e-01	-7.20446281e-01
-9.70000001e-01	-5.95391710e-01
-9.60000001e-01	-4.79620004e-01
-9.50000001e-01	-3.72743644e-01
-9.40000001e-01	-2.74384189e-01
-9.30000002e-01	-1.84172172e-01
-9.20000002e-01	-1.01747009e-01
-9.10000002e-01	-2.67569070e-02
-9.00000002e-01	4.11412356e-02
-8.90000002e-01	1.02281920e-01
-8.80000003e-01	1.56991141e-01
-8.70000003e-01	2.05586486e-01
-8.60000003e-01	2.48377224e-01
-8.50000003e-01	2.85664402e-01
-8.40000004e-01	3.17740943e-01
-8.30000004e-01	3.44891734e-01
-8.20000004e-01	3.67393727e-01
-8.10000004e-01	3.85516027e-01
-8.00000004e-01	3.99519995e-01
-7.90000005e-01	4.09659332e-01
-7.80000005e-01	4.16180183e-01
-7.70000005e-01	4.19321226e-01
-7.60000005e-01	4.19313767e-01
-7.50000006e-01	4.16381838e-01
-7.40000006e-01	4.10742288e-01
-7.30000006e-01	4.02604876e-01
-7.20000006e-01	3.92172372e-01
-7.10000006e-01	3.79640645e-01
-7.00000007e-01	3.65198760e-01
-6.90000007e-01	3.49029074e-01
-6.80000007e-01	3.31307328e-01
-6.70000007e-01	3.12202743e-01
-6.60000008e-01	2.91878112e-01
-6.50000008e-01	2.70489900e-01
-6.40000008e-01	2.48188332e-01
-6.30000008e-01	2.25117492e-01
-6.20000008e-01	2.01415415e-01
-6.10000009e-01	1.77214184e-01
-6.00000009e-01	1.52640022e-01
-5.90000009e-01	1.27813387e-01
-5.80000009e-01	1.02849069e-01
-5.70000010e-01	7.78562791e-02
-5.60000010e-01	5.29387508e-02
-5.50000010e-01	2.81948295e-02
-5.40000010e-01	3.71756860e-03
-5.30000011e-01	-2.04051756e-02
-5.20000011e-01	-4.40906501e-02
-5.10000011e-01	-6.72611101e-02
-5.00000011e-01	-8.98437251e-02
-4.90000011e-01	-1.11770484e-01
-4.80000012e-01	-1.32978101e-01
-4.70000012e-01	-1.53407919e-01
-4.60000012e-01	-1.73005820e-01
-4.50000012e-01	-1.91722126e-01
-4.40000013e-01	-2.09511505e-01
-4.30000013e-01	-2.26332878e-01
-4.20000013e-01	-2.42149325e-01
-4.10000013e-01	-2.56927989e-01
-4.00000013e-01	-2.70639982e-01
-3.90000014e-01	-2.83260290e-01
-3.80000014e-01	-2.94767680e-01
-3.70000014e-01	-3.05144602e-01
-3.60000014e-01	-3.14377101e-01
-3.50000015e-01	-3.22454716e-01
-3.40000015e-01	-3.29370387e-01
-3.30000015e-01	-3.35120364e-01
-3.20000015e-01	-3.39704109e-01
-3.10000015e-01	-3.43124202e-01
