-3.00000016e-01	-3.45386247e-01
-2.90000016e-01	-3.46498779e-01
-2.80000016e-01	-3.46473166e-01
-2.70000016e-01	-3.45323517e-01
-2.60000017e-01	-3.43066588e-01
-2.50000017e-01	-3.39721686e-01
-2.40000017e-01	-3.35310575e-01
-2.30000017e-01	-3.29857380e-01
-2.20000017e-01	-3.23388497e-01
-2.10000018e-01	-3.15932494e-01
-2.00000018e-01	-3.07520016e-01
-1.90000018e-01	-2.98183696e-01
-1.80000018e-01	-2.87958054e-01
-1.70000019e-01	-2.76879409e-01
-1.60000019e-01	-2.64985777e-01
-1.50000019e-01	-2.52316783e-01
-1.40000019e-01	-2.38913563e-01
-1.30000019e-01	-2.24818671e-01
-1.20000020e-01	-2.10075985e-01
-1.10000020e-01	-1.94730609e-01
-1.00000020e-01	-1.78828783e-01
-9.00000203e-02	-1.62417785e-01
-8.00000206e-02	-1.45545840e-01
-7.00000208e-02	-1.28262022e-01
-6.00000210e-02	-1.10616161e-01
-5.00000212e-02	-9.26587494e-02
-4.00000215e-02	-7.44408457e-02
-3.00000217e-02	-5.60139815e-02
-2.00000219e-02	-3.74300660e-02
-1.00000221e-02	-1.87412922e-02
-2.23517418e-08	-4.19095159e-08
9.99997742e-03	1.87412085e-02
1.99999772e-02	3.74299827e-02
2.99999770e-02	5.60138987e-02
3.99999768e-02	7.44407638e-02
4.99999765e-02	9.26586685e-02
5.99999763e-02	1.10616081e-01
6.99999761e-02	1.28261944e-01
7.99999759e-02	1.45545764e-01
8.99999756e-02	1.62417711e-01
9.99999754e-02	1.78828710e-01
1.09999975e-01	1.94730539e-01
1.19999975e-01	2.10075918e-01
1.29999975e-01	2.24818607e-01
1.39999975e-01	2.38913501e-01
1.49999974e-01	2.52316724e-01
1.59999974e-01	2.64985722e-01
1.69999974e-01	2.76879357e-01
1.79999974e-01	2.87958007e-01
1.89999973e-01	2.98183652e-01
1.99999973e-01	3.07519976e-01
2.09999973e-01	3.15932458e-01
2.19999973e-01	3.23388466e-01
2.29999973e-01	3.29857354e-01
2.39999972e-01	3.35310553e-01
2.49999972e-01	3.39721669e-01
2.59999972e-01	3.43066576e-01
2.69999972e-01	3.45323509e-01
2.79999971e-01	3.46473163e-01
2.89999971e-01	3.46498781e-01
2.99999971e-01	3.45386255e-01
3.09999971e-01	3.43124215e-01
3.19999970e-01	3.39704127e-01
3.29999970e-01	3.35120387e-01
3.39999970e-01	3.29370415e-01
3.49999970e-01	3.22454749e-01
3.59999970e-01	3.14377140e-01
3.69999969e-01	3.05144646e-01
3.79999969e-01	2.94767729e-01
3.89999969e-01	2.83260344e-01
3.99999969e-01	2.70640041e-01
4.09999968e-01	2.56928053e-01
4.19999968e-01	2.42149394e-01
4.29999968e-01	2.26332951e-01
4.39999968e-01	2.09511582e-01
4.49999968e-01	1.91722208e-01
4.59999967e-01	1.73005906e-01
4.69999967e-01	1.53408009e-01
4.79999967e-01	1.32978194e-01
4.89999967e-01	1.11770580e-01
4.99999966e-01	8.98438247e-02
5.09999966e-01	6.72612124e-02
5.19999966e-01	4.40907548e-02
5.29999966e-01	2.04052825e-02
5.39999966e-01	-3.71745991e-03
5.49999965e-01	-2.81947194e-02
5.59999965e-01	-5.29386398e-02
5.69999965e-01	-7.78561675e-02
5.79999965e-01	-1.02848957e-01
5.89999964e-01	-1.27813276e-01
5.99999964e-01	-1.52639912e-01
6.09999964e-01	-1.77214075e-01
6.19999964e-01	-2.01415308e-01
6.29999964e-01	-2.25117387e-01
6.39999963e-01	-2.48188230e-01
6.49999963e-01	-2.70489802e-01
6.59999963e-01	-2.91878019e-01
6.69999963e-01	-3.12202655e-01
6.79999962e-01	-3.31307246e-01
6.89999962e-01	-3.49028999e-01
6.99999962e-01	-3.65198692e-01
7.09999962e-01	-3.79640584e-01
7.19999962e-01	-3.92172321e-01
7.29999961e-01	-4.02604834e-01
7.39999961e-01	-4.10742257e-01
7.49999961e-01	-4.16381819e-01
7.59999961e-01	-4.19313760e-01
7.69999960e-01	-4.19321232e-01
7.79999960e-01	-4.16180204e-01
7.89999960e-01	-4.09659369e-01
7.99999960e-01	-3.99520048e-01
8.09999960e-01	-3.85516099e-01
8.19999959e-01	-3.67393817e-01
8.29999959e-01	-3.44891845e-01
8.39999959e-01	-3.17741075e-01
8.49999959e-01	-2.85664557e-01
8.59999958e-01	-2.48377403e-01
8.69999958e-01	-2.05586690e-01
8.79999958e-01	-1.56991372e-01
8.89999958e-01	-1.02282178e-01
8.99999958e-01	-4.11415238e-02
9.09999957e-01	2.67565879e-02
9.19999957e-01	1.01746658e-01
9.29999957e-01	1.84171786e-01
9.39999957e-01	2.74383768e-01
9.49999956e-01	3.72743186e-01
9.59999956e-01	4.79619506e-01
9.69999956e-01	5.95391172e-01
9.79999956e-01	7.20445700e-01
9.89999956e-01	8.55179772e-01
9.99999955e-01	9.99999329e-01
