1	0.0000000000e+00
2	0.0000000000e+00
3	0.0000000000e+00
4	0.0000000000e+00
5	0.0000000000e+00
6	2.2204460493e-16
7	0.0000000000e+00
8	0.0000000000e+00
9	2.2204460493e-16
10	0.0000000000e+00
11	0.0000000000e+00
12	0.0000000000e+00
13	0.0000000000e+00
14	1.1102230246e-16
15	2.2204460493e-16
16	2.2204460493e-16
17	1.1102230246e-16
18	0.0000000000e+00
19	1.1102230246e-16
20	0.0000000000e+00
21	0.0000000000e+00
22	0.0000000000e+00
23	0.0000000000e+00
24	0.0000000000e+00
25	0.0000000000e+00
26	2.2204460493e-16
27	2.2204460493e-16
28	2.2204460493e-16
29	2.2204460493e-16
30	2.2204460493e-16
31	2.2204460493e-16
32	2.2204460493e-16
33	0.0000000000e+00
34	0.0000000000e+00
35	0.0000000000e+00
36	2.2204460493e-16
37	0.0000000000e+00
38	2.2204460493e-16
39	2.2204460493e-16
40	0.0000000000e+00
41	0.0000000000e+00
42	0.0000000000e+00
43	0.0000000000e+00
44	2.2204460493e-16
45	2.2204460493e-16
46	2.2204460493e-16
47	2.2204460493e-16
48	2.2204460493e-16
49	4.4408920985e-16
50	4.4408920985e-16
51	4.4408920985e-16
52	6.6613381478e-16
53	4.4408920985e-16
54	6.6613381478e-16
55	4.4408920985e-16
56	2.2204460493e-16
57	4.4408920985e-16
58	4.4408920985e-16
59	2.2204460493e-16
60	4.4408920985e-16
61	4.4408920985e-16
62	2.2204460493e-16
63	2.2204460493e-16
64	2.2204460493e-16
65	2.2204460493e-16
66	2.2204460493e-16
67	2.2204460493e-16
68	0.0000000000e+00
69	2.2204460493e-16
70	2.2204460493e-16
71	2.2204460493e-16
72	0.0000000000e+00
73	2.2204460493e-16
74	2.2204460493e-16
75	0.0000000000e+00
76	0.0000000000e+00
77	0.0000000000e+00
78	0.0000000000e+00
79	0.0000000000e+00
80	2.2204460493e-16
81	0.0000000000e+00
82	2.2204460493e-16
83	2.2204460493e-16
84	2.2204460493e-16
85	2.2204460493e-16
86	2.2204460493e-16
87	4.4408920985e-16
88	2.2204460493e-16
89	2.2204460493e-16
90	2.2204460493e-16
91	2.2204460493e-16
92	0.0000000000e+00
93	2.2204460493e-16
94	2.2204460493e-16
95	2.2204460493e-16
96	2.2204460493e-16
97	2.2204460493e-16
98	2.2204460493e-16
99	0.0000000000e+00
100	2.2204460493e-16
